,wAP0021_d8_54A,wAP0031_d4_55A,wAP0034_d0_56A,wAP0035_d4_57A,wAP0037_d0_63A,wAP0038_d8_58A,wAP0040_d8_59A,wAP0041_d4_64A,wAP0043_d4_60A,wAP0045_d8_65A,wAP0046_d4_62A,wAP0047_d0_66A,wAP0048_d4_67A,wAP0049_d0_68A,wAP0049_d8_61A,wAP0050_d4_69A,wAP0054_d8_70A,wAP0026_d4_97A,wAP0051_d0_98A,wAP0051_d8_106A,wAP0052_d4_103A,wAP0052_d8_96A,wAP0054_d0_100A,wAP0055_d8_101A,wAP0057_d0_102A,wAP0058_d0_109A,wAP0058_d8_108A,wAP0059_d4_107A
RPS18,-1.010692638,-0.209714954,-0.317935469,-0.295267341,-0.940293341,-0.332617526,-0.30252196,-0.6086028,0.121177648,0.252696444,0.168100845,-0.671109628,-0.160103586,0.225977035,-1.396488532,-0.110364473,-0.165563117,-1.055382262,-0.049542179,-1.179447416,-0.448210897,0.146037426,-1.403548568,-0.28919436,-0.159915955,-0.155947405,0.02029274,0.000701327
RPS29,-1.08786059,-0.2841833,-0.31189553,-0.268243686,-0.399425234,-0.336367606,-0.118127176,0.546397028,NA,-1.433661714,0.146274093,NA,-1.039175441,-0.09919846,0.10160851,0.561162621,-0.316884621,0.109027045,-0.597363472,0.24563522,-0.14282777,0.292745124,0.769382034,0.079203865,NA,-0.490075401,0.896085138,-0.278642914
RPS13,-0.378492065,-0.528129226,-0.944784457,-0.829805873,-0.617777784,0.279303391,-0.004683876,-0.184780908,-0.447387051,0.97518447,-0.658748998,-0.462021845,0.068494437,-0.729172676,-0.609407702,-0.132074281,-0.495074603,-0.487098888,-0.356965387,-0.509060831,-0.370021312,0.10822409,0.061860287,0.103887079,-0.924592974,-0.378106986,-0.649586663,-0.113542659
RPS11,-0.847623018,-0.696713124,-0.304557664,-0.917760089,-0.07609598,0.082576931,0.168627152,-0.478429406,0.245332871,-1.542432121,-0.621208253,NA,0.209293051,-0.554840733,0.895955527,-0.791239528,-0.333228028,0.045851206,0.301046086,0.059377404,0.412944093,-0.000912159,-1.133759879,-0.222609455,-0.664168216,-0.263510222,-0.62657244,-1.307913926
LSM3,-0.390679017,-0.236067375,-0.020066537,0.136581462,-0.534977255,-0.130586416,-0.08498678,0.03943008,-0.08021827,0.104404693,0.069870565,0.169328263,0.275864504,-0.208078846,-0.542398463,0.112490458,0.676367802,-0.855392838,0.082400117,0.435818079,0.211197008,0.290644059,-0.013287605,0.276594539,-0.217173244,-0.765216027,-0.400146901,0.313729517
LSM6,0.279709395,0.726396044,-0.448068196,-0.093961041,-0.127781849,0.382374258,0.330066484,-0.259205633,-0.227573331,0.468449864,0.098153413,0.374891703,-0.894408997,0.687655934,0.064451643,-0.816335947,0.303115735,-0.434674152,-0.586090958,0.281159672,0.032322362,0.24114656,0.012709736,0.24472612,-0.484376416,0.013042721,0.442401065,-0.922726269
TMSB4X,-3.011594759,-0.211338507,-0.418142669,-0.249093343,-0.599766662,0.465463443,-0.120946912,-0.064458074,0.136721235,0.453065636,0.641331006,-0.065649215,-0.087626895,-0.239654181,0.469139014,0.110156915,-0.709599655,0.295595354,0.376524303,0.095035908,0.994326579,0.560610233,0.491192038,0.237880317,0.229756917,1.245253544,0.226756572,0.145158309
ARF6,-0.745943016,0.347664802,0.432909293,-0.267225315,-0.071189899,-0.225895373,0.548278969,0.058562269,0.884658513,0.080621334,-0.847854117,-0.894212511,-0.234135484,0,-0.025208609,0.034748937,-0.330488672,-0.335294722,-0.71951998,-0.373333538,0.293856462,0.170797893,-0.108911757,-1.008232457,0.071522939,0.389068388,-0.44849561,0.192850036
PSMC6,-0.187505055,-0.074074633,-0.193812812,0.276127566,-0.197430171,0.112749143,0.349415062,-0.1039774,0.437373351,-0.259573082,-0.008281645,-0.102644403,-0.075691256,-0.63726923,-0.795764505,-0.046864698,0.285867972,-0.064496198,-0.162445694,0.158293066,-0.086947758,-0.122425328,-0.15875063,-0.182438395,-0.355804851,-0.854215033,0.215656012,0.037790951
RPL7A,0.149352263,-0.569553166,-0.331760359,-0.111701563,-0.863141058,-0.253276081,0.018588721,-1.001743817,-0.243695055,-0.296963867,-0.056293412,-0.830848898,0.058698284,-0.341536081,0.548834895,-0.540611986,-0.389888771,0.216455256,-0.777175256,-0.534495894,0.170392869,0.249343198,0.0817179,-0.137887509,-0.560900118,-0.283031233,-0.041948818,-0.865950788
ETF1,NA,-1.239853418,-1.280140359,-0.105907389,0.576828954,-0.516533113,0.561184919,-0.297980681,0.98591445,NA,-0.010652416,0.060474929,-1.649952781,-0.170569333,NA,-0.499569582,-0.164443337,-1.163059768,0.151184828,-1.201027701,-1.089393384,0.470043425,0,-0.420754812,0.987060073,-0.766647662,0.293409108,-0.012376133
RPS4X,0.309612824,-0.336910222,0.241743306,1.044074852,-0.139441698,0.433514806,-0.401782727,0.281340367,-1.479750168,-1.392189223,-0.441037771,-0.301505309,0.44769472,-0.635074274,-0.194702979,0.122071727,-0.333026053,-0.483997426,-0.53118614,-0.359678177,0.19959588,-0.05650564,0.123884378,-0.602302072,-0.592204182,-0.077210665,-0.379918073,-1.003436971
RPL23A,0.372411164,-0.482417701,0.344706625,-0.359529832,-0.086593528,-0.032316934,-0.294115725,-1.019553586,-0.995732629,-0.429084164,0.071204479,NA,-0.331936398,-0.767326138,-0.76888373,-0.493508197,-0.322901085,-0.434187273,-0.15619323,-0.420201917,-0.472979687,-0.10750747,0.352582182,0.02073191,-0.507734628,-0.498126389,-0.283139696,-1.025021195
RPS6,-0.620475545,-0.342506609,-0.775822283,-0.810193389,0.267289155,0.560531727,0.753814817,0.462173818,0.351254984,NA,-0.900002788,NA,-1.748334709,-1.387173264,NA,-0.11562428,-2.119389307,0.582978768,-2.202212525,0.079586574,0.602178287,-0.136488786,-0.48043184,-2.063241066,0.280952224,-0.521566973,-2.021307036,0.397267265
H4C1,-0.198461292,0.750700819,0.299156872,-0.072332694,1.554164329,0.55112066,-0.268949239,0.258562007,0.158118729,1.186858873,-0.033280164,-0.033413678,0.119564074,0.65224852,0.106956371,0.03353512,-0.555646205,0.138106096,-0.646767193,-0.640820169,-0.47005682,-0.209053741,-0.491230307,-0.686555781,-0.340003414,0.256356362,-1.106074361,-0.552308054
RAB1A,0.178744696,-0.265108258,0.384715375,0.016102024,0.024310848,-0.253509716,0.265104651,0.165052278,-0.545442929,-0.243757826,0.152058262,-0.237369388,-0.213735657,0.246163173,-1.142754803,0.001344181,-0.33938604,-0.371949598,0.173819704,0.004075205,-0.039857715,-0.099602261,-0.235741957,-0.295343241,0.046189551,0.264571053,0.221604014,-0.677764385
RAN,-0.164130715,0.045703867,0.139004831,0.211219825,0.459729536,0.198825176,0.12701056,0.224126124,0.806201922,0.796620687,0.555957994,0.617466066,-0.115033786,0.729650756,0.129180502,0.787767653,0.743238164,0.65170625,0.740019537,0.588812315,0.373183341,-0.065082117,-0.106976113,-0.025217414,0.692698838,-0.068300638,0.340633417,0.170102584
RPL23,-1.586628805,-0.654943852,0.021032561,-0.450177445,1.056088494,-0.715298436,-0.117458405,-0.697807978,-0.611138775,NA,-0.194313692,0.222538093,-0.825216792,0.375113877,NA,-2.300348697,-0.405135088,-0.188467578,-0.266785061,0.207511572,-1.157857913,-0.479387656,0,0.31419042,-2.512458369,0.00072812,-0.115755442,0.850952621
RPS24,0.24852583,0.01645873,0.742672478,-0.481664245,-0.176969935,0.218254899,0.30933521,-0.273048075,-0.739764783,NA,-0.570170714,-0.891725436,-0.031004122,-1.103755823,-0.221772249,-0.47382968,-1.359595834,0.008541752,-1.199218935,-0.060219157,-0.866709688,-0.465874027,-0.658634047,-0.125021372,-1.387879484,-0.21653644,0.683716359,0.22916663
RPS25,0.1330112,0.196897821,-0.732091666,-0.018663209,-0.492289996,0.28799147,1.451450588,0.566969924,-0.895593983,-1.494571017,-0.161859203,-0.32079764,-0.698444496,0.049632767,-0.609950133,0.282162435,0.217694256,-1.025363624,-0.728196149,-0.159800231,0.018424856,0.730695277,-0.508769982,-0.187908771,-0.622308712,-0.40457089,0.195568873,-0.671340104
RPS28,-0.461969286,-0.038709868,0.116794639,0.189771696,0.042478746,-0.105987213,0.29919065,-0.217115513,0.244642766,-0.089395893,0.050720928,-0.716260667,0.095198667,0.337748547,0.234590699,-1.186074605,0,-0.159246103,-0.264663708,0.383117956,0.312458898,0.652698263,-0.402989076,0.605032525,-0.612813406,0.517053315,0.092876098,0.372895432
FAU,-1.909264039,-0.67717992,-0.06623482,-0.388673272,0.038154832,-0.004430961,0.023681929,-0.07935284,-1.028063137,-0.78767572,0.299498002,0.18337522,0.292266717,-0.119351917,-0.424498504,0.126246159,0.104553355,0.138282124,-0.141228648,0.174305026,0.475493948,-0.378719967,0.486554347,-0.927756603,-0.129701149,-1.566971649,-1.862458557,-0.006499152
RPL30,0.448579172,-0.048465362,0.699124209,0.331293436,-1.125424851,-0.347903699,0.125266751,-0.988147266,NA,NA,-0.51695475,0.437435341,0.600959064,-1.009507557,NA,-0.701345576,-1.156315531,-0.956774805,-1.124969706,-1.001822337,-1.55353532,-0.095718161,-0.646036315,-0.548736464,-0.270701719,-0.238336972,-0.718316778,-2.340463624
RPL10A,0.012287355,-0.725396699,-0.548109171,-0.499980073,-0.26564498,-0.012392905,0.751442541,-0.52567353,-0.362948302,-0.206795849,-0.477809068,-0.468511609,-0.643757806,-0.487737719,0.160908296,-1.053628194,-0.397797493,0.130856335,-0.951785989,-0.215857515,-0.351887715,-0.367843227,-0.113153384,-1.504847542,-0.227372548,-0.177135609,0.1751642,-1.148314308
RPL11,0.009289799,-0.10722489,0.117487043,-1.48748298,0.348155581,-0.375793942,-0.2255462,-0.641560199,-0.295824279,NA,0.351936603,-0.254007668,-0.396741294,-0.156947809,-0.627920255,-0.133176801,-1.01531261,0,-0.614526648,-0.658195739,0.375355033,-0.081315996,0.295160549,-0.534459806,-0.400222058,0.117694072,-1.168074957,-0.230632872
RPL8,-0.617478677,-0.295354684,-0.172468999,0.042093222,-0.10427408,-0.749557569,0.113276643,-0.512039593,-0.690288237,-0.406284984,-0.188060446,-0.894905866,-0.693036607,-0.28398984,2.81250216,-1.141962596,-0.366228863,-0.887540357,-1.013172253,-0.417534019,-0.533629798,0.44162912,-0.574065824,-0.424771385,-0.100849996,0.01804224,-0.497034221,-0.67201724
PPIA,-0.074780601,0.218797881,0.02001323,0.324972794,0.280540006,0.588722003,-0.030049943,-0.300643927,0.24881032,0.66209152,-0.07576382,0.497815302,0.126303919,0.357695532,0.518845091,-0.04411625,0.204117795,0.070815187,0.215490215,0.221287066,-0.074398657,0.183241179,0.012499344,-0.372441694,0.106505523,0.141172757,0.742350183,-0.266361899
FKBP1A,0.39436665,0.56495902,0.196697101,0.906539442,0.392171969,0.640335373,0.391644107,-0.692610536,0.716604905,-2.13624026,-0.043205561,1.29236585,0.392836179,0.392044625,-0.088896374,-0.068480511,0.114725287,0.380761187,1.075625555,0.857352398,-0.919754295,-0.421282925,-0.342540938,0.171569277,0.288140566,0.232477339,0.405851672,0.841879655
RAC1,0.585719022,0.287914032,-0.104230714,-0.509831661,0.200558495,0.852885713,-0.685172315,-0.441540253,-0.821378591,0.796750467,-0.315264825,0.312066066,-0.59994788,0.118342541,0.303077589,0.002023342,0.402906917,0.249261612,0.328760937,0.052797914,0.274558967,-0.19228584,-0.312406427,-0.062757721,0.238240083,0,0.456290749,-0.010438689
GNAS,0.618605489,-0.680955245,NA,0.714488601,0.019594903,0.470292175,0.463246835,1.142713589,NA,0.430197503,-0.330761415,-3.901571391,NA,-0.340072561,-1.090434659,0.339601967,0.900697379,NA,-0.611139574,1.149140114,-0.701265974,0.608596352,1.093569887,0.177909989,0.801512908,-0.793978703,-0.270432821,1.157379653
YWHAZ,-0.61671859,-0.13099814,-0.206846645,-0.31234648,0.216526217,-0.289357435,-0.579682808,-0.226101569,0.244742172,0.116590499,0.146114429,-0.480752129,0.044062153,-0.010594367,-0.666615436,0.021778881,0.04988351,-0.194382397,0.042525354,0.026326674,-0.034158124,0.117206848,0.392405972,0.064158868,0.012993319,0.115822471,0.323832611,-0.135878228
DYNLL1,0.271686938,0.176517333,-0.149451656,-0.116148518,0.00341659,0.088657179,0.473732645,-0.285784835,0.708167326,0.504750329,0.446573662,0.325039022,0.099284523,0.368549159,0.209262955,0.028801836,0.342053494,-0.32982068,-0.30395884,0.806887984,-0.10269789,0.338004711,-0.232482218,0.400344428,-0.454516138,-0.637533737,0.758479931,0.158176734
DYNLT1,-1.251774119,-0.773592948,1.036698005,-0.782639437,0.102639266,-0.088090163,-0.129149247,0.466015803,-0.724015305,-0.42527021,0.866607919,0.108290353,-0.382081333,1.011242666,NA,-0.018429502,-0.032901113,0.020821322,0.555061453,1.07877602,0.002387975,0.800987188,0.165321386,0.07338162,0.103973008,0.800555419,0.762127538,0.62782275
SKP1,-0.076016107,-0.308129858,0.070084336,-0.15636233,-0.078344351,0.503198682,-0.169737437,-0.044150641,0.160765102,0.375729033,0.039355098,0.236223353,-0.082370024,0.537590484,0.256954779,0.00161159,-0.400001476,0.185567249,0.37122723,0.159806044,-0.213286573,0.232837733,-0.739836979,-0.068702275,-0.530030479,-0.081053859,0.515297089,-0.380184514
EIF5A,-3.882754702,-1.29289371,0.124362297,-0.057404861,-0.728066641,-0.364541911,0.015816274,-0.377875576,0.198615821,-0.04553574,0.308521489,-0.364902103,0.192274504,0.012964396,-0.614433423,-0.389038212,0.635714839,0.166262769,-0.368019969,0.106432619,-0.040892356,0.383847389,0.240702822,0.593016853,0.054137853,0.832772545,0.37907694,-0.174272702
RACK1,-0.437960652,0.188278192,-0.467863275,-0.208906238,0.15386693,-0.246390383,0.039978697,0.621361764,-0.091600588,0.09451875,-1.131420485,-1.846185568,-0.483597048,0.051739055,-0.657845679,-0.428058105,-0.676465972,0.254751693,-0.496561295,-0.214763223,-0.200944406,0.325770602,-0.597545912,-0.8031651,-0.018171393,0.00518987,-0.765240568,-0.852529543
UBE2L3,0.148898514,-0.847364569,-0.419944099,-0.018187223,0.960456605,0.263755424,0.657104192,-0.463928258,0.071968483,0.204212195,-0.162417144,0.948718471,0.084040213,0.590346137,0.49249134,-0.059042715,0.948386833,0.367694071,1.016246289,0.511799215,0.782672193,0.733742958,-0.398517774,1.090242153,0.537105842,0,0.471762428,0.651038158
TUBA4A,-0.18863763,0.371477649,-0.037822962,-0.342311369,-0.277044518,-0.157101241,-0.051675942,0.237716511,-0.050433413,-0.7462061,0.113494135,0.101317505,0.145003163,0,-0.565575308,-0.164968595,0.138263273,-0.00201126,0.219732329,0.345617976,-0.004225798,0.507340744,-0.208713258,0.443628326,-0.496125829,-0.460696441,-0.18971952,-0.060050723
PAFAH1B2,-0.001548557,0.515750743,-0.994867058,0.595490149,-0.320155828,-0.196845156,-0.997774184,-0.265705105,0.710806361,0.165356911,0.998092388,1.040425389,-0.85464281,0.06926413,NA,0.6141443,0.247627125,-0.44564199,0.28336924,-2.516260744,-0.278432367,-1.221045756,0.001546897,-0.146027163,-0.215504311,-0.474135769,-0.729624338,0.452472753
EIF4G2,0.369821999,0.615271806,-0.168401949,-0.115569045,-0.634408084,-1.198378967,-0.084330197,-0.689721794,1.306110537,NA,-0.505517598,-0.145277264,-0.337559611,-0.505160468,1.070055675,-0.427533305,-0.83060866,0.796931085,-0.630242277,0.45555961,0.662429308,-0.122363388,-0.487188851,-1.798271123,-0.067615865,0.153610135,1.561414758,-0.123276145
CCT2,0.117253982,0.177086106,0.283575192,0.203980136,0.275965943,0,0.170508859,0.341339241,0.200951902,-0.216832494,0.439134043,-0.212815502,-0.004935068,0.023066918,-0.288510353,0.192143018,-0.039795716,0.086624921,-0.022339058,0.168770684,-0.057800078,-0.182982907,-0.409799717,-0.259834537,0.098184427,0.177951558,-0.119141415,-0.225174775
RAE1,0.53521805,-0.364353495,-0.640420349,0.214208619,-0.246085671,0.079754909,0.187533899,0.25957501,0.799699076,0.893299661,-0.056629356,0.883065969,-0.267845466,0.101980953,-0.075772447,0.158997352,0.50820963,-0.0446777,0.137720283,0.327310333,-0.889637886,0.666207172,-0.106778532,0.197334612,0.126513236,-0.556046539,0.304175362,-0.669911994
ARG2,-0.533304596,0.244785281,0.264916563,0.304983732,-0.067868458,0.011575848,0.212388563,0.126359079,0.607964073,0.337842707,0.684067974,0.460169066,-0.113394902,0.409790013,0.119967207,0.8138573,0.246715665,0.268927163,0.003623194,-0.185701865,0.299133765,-0.175043396,0.219257044,-0.03157165,0.231407357,0.190458013,0.544873383,0.226769507
PHEX,0.480303311,1.714417985,-1.119229228,-0.467707054,0.50746444,0.553751863,0.271669175,0.782325799,-0.096240961,-0.028715764,0.123540331,0.003689722,-0.440489939,-0.922871281,0.739470762,0.345446689,-0.673655888,0.298908223,0.549511638,0.380282899,-0.003699183,0.90686205,0.137678353,1.050317501,-0.196998402,0.600085257,-0.238148983,1.723388745
MAP3K9,NA,0.021472098,1.217273602,-0.144428603,0.3142088,NA,0.065059765,0.299629045,-1.081353252,NA,0.572674471,-0.09058683,-0.40277736,1.167512182,-0.203849339,0.107769944,-0.021796508,-0.443375396,0.191039653,-0.286774519,0.206175809,0.034873526,0.235405045,0.178584864,0.174699749,1.096786353,0.063864874,-0.392630012
NUCB2,0.531936649,0.14678201,-0.729810131,-0.44847769,-0.310029746,-0.052436639,-1.497766617,0.337292224,0.289399406,-0.315071612,0.780718988,-0.717657991,-0.006489984,-0.270646667,NA,-0.423686333,1.116081784,-0.746902381,0.745452795,-1.196134185,-0.396233756,0.133691425,0.00293621,0.242708244,-0.17848556,-1.469581444,-0.102487577,-0.943798891
BASP1,-0.171733673,0.071835164,-0.587075516,-0.456032977,-1.607092367,NA,-0.788594152,-0.069833558,1.448327696,0.00107514,-1.316429368,0.740430313,-0.640152021,-2.812799685,0.327551346,-0.000881112,-0.615998647,1.183413655,0.787748614,1.093170686,0.448555603,0.615535137,0.379865548,1.6026888,0.315945813,0.423447954,1.392966252,1.039186157
MRPS36,0.49019307,0.431300353,0.335016782,-0.737594419,-0.270579767,-0.096076551,-0.952996323,0.190132981,-0.539620263,-1.18832423,-0.154132544,0.152660879,-0.225824857,-0.248671821,0.770990568,0.115952778,-0.133401519,0.281663712,0.255331518,0.616710932,0.517460954,0.566585127,0.268292147,-0.218162752,-0.084672155,-0.62914931,0.202091011,0.288508024
RPL24,0.332917035,-1.939666837,0.126874805,-0.127209625,0.031636642,-0.602104709,-0.423703681,-0.778502135,0.360264967,NA,-0.2067696,0.29216452,0.041800129,-0.818839203,0.139938411,0.568062826,-2.049189533,-0.078277764,0.477871939,-0.887091481,-4.232034184,-0.821729126,NA,-1.022810389,0.223565484,-0.514794212,-0.012889307,-0.071765612
ARF5,1.510175045,0.500919246,0.378408082,-0.532246142,0.384549277,1.216590182,0.406774969,-0.266941033,-0.739265589,0.696167263,0.073847017,-1.119387345,0.617709009,-1.284436776,-0.261918302,0.09668367,-2.073114766,0.880702739,0.073635396,-0.519434743,0.453486898,-0.495563896,-1.287694839,0.593629814,-0.631511211,1.016067318,-0.031584117,-1.609263715
RPL19,-0.658489927,-0.271844519,0.144903706,0.333068244,-0.190955228,-0.140249175,0.623546183,-1.749996256,-0.406370539,-1.307994285,0.124490775,-1.110851242,-1.261533797,-1.137195203,-0.204367921,0,-0.01593386,-1.618523132,-0.783403671,-0.183560743,-0.138660706,0.345707765,0.06193733,-0.14752792,0.104832943,-1.635820311,-1.003910421,0.126145546
H3-3A,-0.629989651,1.507844749,-0.09454272,0.765893834,0.495889373,NA,0.210572164,0.860599958,0.702238137,0.412079467,0.763911023,0.51138595,-0.308804881,0.776608934,NA,0.346546837,-0.916487522,-0.226404574,1.653541172,0.641209063,0.167226395,-1.620057269,-1.107496713,-0.708681404,-0.481526141,-0.407601699,-0.163575802,0.800958955
SKOR1,-0.091437327,-0.209343596,1.010909532,0.014585626,0.75514066,0.929132845,-0.141963452,0.330739405,-1.128883279,NA,0.733943397,NA,-0.014734594,-0.70544365,-1.699196326,0.404721049,0.052248965,0.320114188,-0.321345812,-1.299786967,-0.61142377,-0.694597766,-0.189807107,-1.270947103,0.051825194,0.686438793,1.190046059,-0.047299572
HSPG2,0.88045408,0.001208496,NA,-2.624646994,1.301259123,-0.307736835,-0.864856256,1.386561532,-0.573248836,-0.251898869,-0.661491132,1.49047576,-1.259161569,-0.001209509,0.234841958,1.402333721,0.622928676,0.190750037,0.285741222,0.268743223,-0.364474795,-0.120591969,-0.556765674,0.860320173,0.363385903,0.527674846,1.344120241,1.291569003
ATP2C1,0.005550796,-1.153517356,NA,-0.378008489,0.044580172,0.63070653,-0.574870062,0.569817166,1.010226134,-0.585524955,-0.79319812,-0.141156101,0.742915255,-0.251315428,NA,1.41357242,0.276242316,0.3679412,NA,0.229554117,-0.894768495,-0.281134366,NA,0.610341592,0.009252078,-0.605833717,-0.267676382,0.243552243
CYCS,-0.125590933,0.335270174,0.371462553,-0.003166826,0.041650966,-0.139682049,-0.088155635,-0.499559806,0.201555927,0.239418811,0.40836465,0.357681037,0.07417444,0.349471501,0.677310872,-0.022924525,-0.642807878,0.200146244,0.247214614,-0.004126321,0.27605055,-0.534252416,4.49E-05,-0.558949142,0.14439737,0.742952479,0.144027913,0.106702342
PITPNA,0.694625453,0.018841372,-0.547506097,0.573268329,0.519639954,0.079931786,-0.26948216,0.149899599,0.939051026,0.613908573,-0.398545412,0.584509677,0.294781566,0.388339546,0.539416571,-0.242015818,0.320905896,0.620800113,0.749659003,0.454207124,-0.044119723,-0.263388052,0.480381846,-0.56926281,0.051421673,-0.080987446,0.643921149,0.521299049
MAT1A,NA,1.273934738,-0.686183623,0.267285031,-0.856331773,-2.47173014,-1.673350729,-0.81088552,0.285611217,NA,0.194144874,1.471417196,-2.160272926,0.898184913,NA,0.925813699,-4.723468407,-0.410534173,-0.41701084,NA,0.268343877,-4.090602353,0.472602598,0.234638942,1.83981222,0.58147304,-2.217517602,-0.474462738
SLC25A3,-0.091232027,-0.123416006,0.74636938,0.043622431,0.354441143,0.522753572,0.236332089,-0.196068853,-0.41817797,-1.320556264,-0.632199861,-0.487554328,0.346108646,-0.271177762,-0.557082229,0.723908089,-0.408057759,0.124891134,-0.533125412,-0.169758937,0.151171418,-0.729876034,0.26214991,0.012992958,-0.011512962,0.649578115,0.343765248,-0.070036675
CDK5,-0.533328932,0.11860511,-0.227334394,0.126193158,-0.217830474,-0.112008731,0.015496719,0.239095509,0.083086579,-0.414565179,0.137818223,0.191025468,-0.171662219,0.734361657,-0.318813302,0.15643831,0.075492299,0.107919673,0.258321434,0.235619699,0.150923802,-0.321690147,-0.146026492,-0.214780442,-0.054266276,0.488147611,-0.017655808,-0.118723865
CLTC,-0.058395606,0.014855751,0.332935851,0.310822222,0.354009163,0.288060735,-0.043627143,0.124920783,-0.30336509,0.111613307,0.349087896,0.321684239,-0.075481803,0.244390422,-0.351862628,0.174395535,0.050661833,0.174374967,0.478058917,0.042653801,-0.182959889,-0.189721875,0.032060167,-0.073853559,0.210571151,0.127591208,0.075697177,-0.346586229
FKBP3,0.266956148,0.170544499,-0.216830946,0.157006711,-0.480845557,-0.250023624,0.356985213,0.182978558,0.136528272,-0.167503347,-0.632770764,0.123281725,-0.263078732,-0.108182643,-0.318310923,-0.287815643,-0.207828964,-0.279738807,-0.595098519,-0.585602755,-0.356938463,0.246098519,-0.003885995,0.395188376,-0.892167018,-0.049576646,-0.288027567,0.24901213
REEP5,-0.780872046,0.843421633,-0.131942531,-0.8419897,-0.502679384,-0.022842094,0.438231287,-0.58389132,-0.067562847,NA,-1.085140112,-0.477635681,0.689216371,-0.293602338,-0.21027459,0.437626398,-0.114950755,0.388090941,-1.329048715,-0.419922921,0.278000307,0.385228634,1.461835499,-0.940261683,0.075312702,-0.215818362,0.009553146,-1.624403226
AMPD2,0.458141384,-0.709444415,-2.152287559,-0.135652012,0.806540132,-0.423474108,-0.674406649,-0.970783167,0.293190397,0.095756292,-1.567174056,-0.276195846,0.662036714,0.753091925,0.174846104,-1.952827831,0.74297931,-0.581498479,0.266142809,0.65146449,-1.560463042,-0.483846951,1.135954697,-0.459924046,0.422235086,0.26253435,1.124486107,-0.125253068
FABP5,1.043331848,1.327152388,NA,-0.824180419,-0.30754694,1.943100785,1.322499194,0.290768361,-0.01372734,0.016543194,-0.277686357,-0.252890019,0.404212609,-1.53169202,-0.657679094,-0.05108813,0.189864473,-0.915328022,0.124109759,0.305055085,-0.26894248,1.751117207,-1.857063935,0.812473512,NA,0.051050421,-1.09139941,-0.496160037
CAP1,-0.295458838,0.636851599,0.332274409,-0.22502169,0,0.357033807,-0.035097789,0.40723627,0.62284128,0.189504334,-0.000958477,0.153296484,0.355296889,-0.043590067,0.053507276,-0.152905509,-0.164613155,0.553774524,0.410337269,-0.096268443,-0.042182859,-0.549854353,0.094602563,-0.833186697,-0.197420099,-0.124901859,-0.336879318,-0.31649801
OGDH,0.212230037,-0.134757471,-0.201194845,0.360468697,0.129587569,0.203208425,-0.353181807,-0.232893062,0.176799019,0.236482287,0.160474072,-0.376367087,0.111007189,0.051536134,-0.087979465,0.081712928,-0.315377727,0.333083798,0.024820616,-0.049443591,0.531240784,-0.276151107,-0.016707263,-0.408787903,0.054880495,-0.320747382,-0.345160375,0.0757733
CENPE,-0.040332237,0.134213138,-1.225072819,0.047218204,NA,0.041855058,-0.304510527,0.409270637,-0.011611941,0.03304988,0.620035304,0.922581416,0.027104535,-0.629568967,-0.353955548,0.943082329,-0.658382803,-0.951151158,0.300591429,-0.240517721,NA,1.042252671,0.356038121,0.713668729,1.129489936,0.315893404,-0.626405111,NA
ALDH6A1,0.898592298,-0.414049021,-0.08380801,-0.283307553,-0.186326677,0.673484011,0.562605436,-0.062883616,-0.794836706,-0.495632013,0.466551523,-0.453781582,-0.056045074,0.075358922,0.173084758,0.648457592,1.022049161,-0.318795896,-0.022960115,0.401545501,0.172843641,-0.843983597,0.242639122,0.410082444,-0.344763891,0.352742173,0.375240233,0.183149441
MAP2K1,0.808902599,0.415989951,-0.197909017,0.344056803,0.146180681,0.680173392,0.738510729,0.044333737,0.52833623,0.895905818,0.494959206,0.482873378,0.675334867,0.032843216,0.5999054,-0.353889791,0.971559199,0.605292347,0.818116662,0.200481382,-0.101593091,0.077326628,0.636700923,0.695189577,0.262256163,-0.879899462,-0.042701398,-0.329013615
FKBP4,-0.351239371,0.239110281,0.262122573,0.229926385,-0.432206431,-0.274831544,0.080291494,0.011141486,0.155972549,0.164906215,-0.440084552,-0.22803962,0.265225386,-0.056235766,-0.652381758,-0.149635996,0.056019721,-0.24774863,-0.201966469,-0.034986707,-0.185320965,0.073477943,-0.525791114,0.13037336,-0.197621344,0.174611246,-0.373455887,-0.728364519
RPL6,1.459720266,-1.213455786,-0.055806474,-0.181224212,0.37913964,-1.340194495,-0.397973793,0.335720621,-0.088373705,NA,-0.246715447,-0.161058557,NA,0.125113865,0.470484823,-0.421801503,-0.917806382,-0.090425617,0.642175842,-0.351308819,0.213159336,-0.517128128,0.282620206,-0.790572431,-1.047146721,-0.006071473,0.214180201,0
SLC25A11,0.375750929,-0.743159823,-0.275666664,0.153969587,0.400439132,0.590041674,1.175092573,-0.981429907,NA,NA,-0.753800938,-0.776820155,0.325821046,0.060957208,0.60601792,0.173774302,0.170847641,0.263295178,0.046933002,-0.477940373,0.418448937,-0.598063003,-0.065483532,0.446898289,0.450699954,0.433305412,0.297255664,0.420014383
