,wAP0022_d4_2A,wAP0026_d0_10A,wAP0029_d8_50A,wAP0030_d0_51A,wAP0033_d8_20A,wAP0037_d4_31A,wAP0041_d0_41A,wAP0042_d0_87A,wAP0042_d4_42A,wAP0043_d8_40A,wAP0045_d4_88A,wAP0046_d0_46A,wAP0047_d4_47A,wAP0050_d0_93A,wAP0026_d4_97A,wAP0051_d0_98A,wAP0051_d8_106A,wAP0052_d4_103A,wAP0052_d8_96A,wAP0054_d0_100A,wAP0055_d8_101A,wAP0057_d0_102A,wAP0058_d0_109A,wAP0058_d8_108A,wAP0059_d4_107A
ACTR2,-0.179660717,0.544654879,0.227960834,-0.644870142,0.079520352,-0.932551136,-0.289806328,-0.016925082,-0.068934846,0.463863286,-0.429118149,-0.033370868,-0.835026783,-0.585866568,0.454371044,-0.522486517,0.485552286,-0.352528938,-0.21382776,0.428180161,0.261564387,-0.371385946,0.082954389,-0.003492901,0.076339115
ACTR1A,NA,1.218711108,-4.464970231,0.671728793,0.212374725,-0.277828161,0.072924069,0.837651045,-0.300446721,-1.123572171,0.052968857,0.008705946,-0.191912146,-0.501426975,-0.060181366,-0.474980637,0.224603495,0.93022474,0.478659987,-1.659304802,-0.555165726,-0.096930142,-0.127216996,0.133938568,-0.754025261
COPS2,-0.533668761,0.024300554,-0.29537264,-0.01072956,-0.153541692,-1.512711638,0.310068227,0.3592901,0.16898547,0.097277794,-0.052232568,-0.063440062,-0.273585947,-0.170669562,-0.104820446,0.180506159,0.175838313,-0.283265162,-0.02066554,-0.054074975,0.192705991,-0.185863729,0.655627146,0.513415208,0.503214822
ABCE1,0.851628316,-0.285041361,-0.539401168,-0.738515084,-0.197812955,NA,0.189224955,0.184760102,0.068056174,-0.552569771,-0.229919165,0.203827869,-1.165793413,-0.195869232,-0.334708862,0.267805844,-0.004382065,-0.408076099,-0.227580186,-0.849706875,0.539368161,-0.033235146,0.037626084,0.150408874,0.403075708
RAP1B,-0.458911929,0.814473146,-0.451562562,0.728978685,0.236835712,0.952133971,-0.990339295,0.577657987,-1.40282285,0.774302539,0.041700885,-0.317276083,-1.011753957,0.129417526,0.296116782,0.025341134,0.261910588,0.057090544,0.777597131,0.098216629,-0.654982907,-0.337660238,-0.47581896,-0.220045622,0.491777596
RAP2B,NA,-0.827680887,NA,-0.846838071,-0.221676985,0.482800627,0.409793116,-0.046258764,-0.007620556,0.346958007,0.035590906,0.497736285,-0.189341481,NA,0.068498747,-0.320541274,-1.155555381,0.034573698,0.43789089,-0.101922804,-0.177487358,-0.22479335,-0.256160742,-1.756614976,0.327711373
RPS3A,-0.02422178,-0.736780856,-0.092035271,0.098367712,-0.034886693,0.324055232,-0.198705896,-0.060210889,0.08090346,-0.068750021,0.076598733,-0.455108084,0.390385103,0.079994952,0.016208937,-0.460775314,-0.150735171,-0.054561909,0.047302938,0.544272971,-0.227760563,-0.722635973,-0.583764388,0.535479128,-0.316550846
RPL15,-0.386053273,-0.306865668,0.569914399,0.036845443,0.353807034,0.473852303,0.112601507,0.350659489,-0.028915798,0.18617853,0.282852035,-1.026833286,-0.012130387,0.219224817,-0.144119049,-0.474331128,-0.096020728,-1.926669719,-1.233292201,-0.188004838,0.134641776,-0.794108022,-0.52214644,-1.035360046,0.028102305
RPL27,1.021252058,0.432058807,0.214864646,0.745550888,-0.045593467,0.175012489,-0.753744744,0.173127484,0.301240863,-0.248122368,0.741899338,-0.884819038,0.378532997,0.527150191,-0.404947424,-0.666247888,-0.462388139,-1.063456146,-0.816861423,-0.518897819,-0.559289957,0.055990062,-0.624137084,-0.630597123,0.135583229
ATP6V0D1,-2.052369113,-0.15873993,NA,0.576267977,0.448823007,0.05178179,0.201723023,0.117954822,0.615091081,0.958821676,-0.042798903,-0.186102458,0.194903858,-0.43727582,-0.326117474,-1.341683644,0.068751938,-0.003687159,-0.325275408,0.096749041,-0.8463381,-0.097527512,-0.139726743,-0.341194529,0.178884219
RHOA,0.024534618,1.434985913,0.896989656,0.637595153,-1.378436882,NA,-0.14521912,-0.00759343,-0.339450896,-1.898199706,-2.430161528,-0.379697646,-0.727168137,0.435096073,1.539909224,-1.160411748,0.312543804,-1.030102736,-0.445882703,-0.863199475,0.090202601,1.393015135,1.104176253,-0.072650414,0.225326676
HSPE1,-0.145833816,-0.32376692,-0.190019262,-0.317386505,-0.343693014,0.024266619,-0.197843827,-0.317782003,-0.295628562,0.024614702,-0.332872031,0.092086255,-0.178858616,0.198329035,0.126786612,0.44458423,0.263263109,0.279014232,0.155951064,0.164618146,-0.113001747,-0.054154315,-0.522710959,0.241897426,0.425386244
COPZ1,NA,-0.196527362,-0.607634516,-1.366969581,-0.125539617,NA,0.152328884,0.02163999,-0.00814545,0.616388858,-0.27812422,-1.184481801,0.095197173,-0.284023193,-0.319575086,0.082516649,0.421585466,-0.919393989,0.181002753,0.250277533,-0.168419926,0.172891892,0.031178227,0.278269761,0.667795845
UFM1,NA,0.14493855,-3.056583973,-0.185075799,0.594299975,NA,-0.488131535,0.636255538,0.016277639,-0.191147245,0.388474125,-0.349543936,0.422065401,-1.240041366,0.476972334,0.984732683,0.432332963,-2.6535928,-2.716952241,NA,-0.034996977,0.77104394,-0.072324639,0.252729519,-0.535608426
AP1S1,0.133089871,-0.282634348,0.366114126,-0.460156818,-0.725416223,NA,0.199709851,0,0.456796214,-0.260876675,-0.119027353,-0.042950838,0.068232598,0.06957997,-0.398449924,0.105273018,0.408048035,0.036973686,0.4635006,-0.44592303,0.397898785,-0.416570974,-0.4992114,-0.332674307,0.546391865
NUTF2,0.346929527,0.165690145,0.388686732,-0.440007088,0.30812575,NA,-0.330153676,0.376302897,-0.665821066,-1.027248214,0.23463721,0.298535493,-0.236247411,-0.569992943,-0.50951264,0.245562754,0.367561687,-1.238099008,-0.548479,-0.445562312,0,-0.361264781,0.116374945,0.312299682,-0.069941189
YWHAG,-0.859060083,0.190827223,-0.929086511,-0.130731636,-0.262439196,-3.283405694,-0.373743199,0.446590626,0.244022852,-0.057451543,0.486803804,0.300699224,0.255169541,0.230794208,-0.064349377,0.474411071,0.37471142,0.45003163,-0.088011221,0.247755119,0.250216576,0.426662818,0.446784745,0.465147421,0.210586897
RPS7,-0.075154633,0.595924158,0.071257956,0.307226022,0.576812749,-0.410531496,-0.269173358,1.303589344,0.307685295,-0.392646112,0.868857907,-0.194470961,0.846047399,0.268035836,-0.017850405,-0.957755343,-2.03856782,-1.637246121,-0.583262408,0.354525794,0.228509695,-0.313440647,0.230340452,-0.168164942,-0.293392689
PSMC1,-0.142948915,-0.242134204,0.008112072,-0.068743634,-0.14550129,-0.566883506,-0.455507026,0.066088304,-0.009526001,-0.415958952,-0.24171796,0.147242794,0.258639252,-0.068773896,-0.211950467,-0.091586487,0.112729968,-0.510353562,0.07066171,-0.19613381,-0.134338204,-0.275675811,-0.097179769,-0.114533684,-0.123165627
PSMC5,0.442016253,0.698211035,-0.029953296,0.247323253,0.567043854,0.045043795,-0.599223405,-0.82025747,-0.950414834,-1.484445469,-1.211860992,-0.10151594,-0.179249748,0.029344032,0.413938285,-0.288271234,-0.655637526,-0.732700983,-0.240243086,-0.757952956,-1.06596738,-0.318637665,-0.591647187,0.241744344,0.113461335
RPS8,0.560258509,-0.734756274,0.950276349,-0.383466156,0.436326704,1.416148707,0.289412885,0.935283671,0.052618514,-0.344121342,-0.145066857,-0.434245952,0.809724042,-0.012662123,0.303778054,-0.988380346,-1.017521115,-0.207830385,-0.150969895,0.24050521,-0.121090796,-0.428930743,-0.225376587,-0.65665695,-0.641649903
RPS15A,0.585215906,0.078389142,-0.62650847,0.358208615,0.032532562,-0.111298684,0.405197512,-0.054963743,NA,0.547641332,-0.295596196,0.007001982,-0.350024562,-0.379654837,-0.395395559,0.396986973,0.451334071,-0.592772682,NA,-0.011381514,-1.56716725,-0.598417708,0.670760475,NA,1.161452239
RPS16,0.461697021,0.436622199,-0.215542539,0.10200657,0.596052171,0.381370066,-0.014700292,0.005568546,-0.356608352,0.103253501,0.762766629,0.135319435,0.492975902,-0.781548859,0.261478769,-0.120885943,-1.241917797,-0.382737411,-0.256726697,-0.338255891,-0.79076432,0.256383071,0.242318237,-0.759321581,-0.138083358
YWHAE,-0.694067965,0.026676542,0.030769493,-0.164999932,0.143716844,-1.930995649,0.193666534,-0.000804347,-0.082205365,-0.388076675,-0.452391011,0.025813736,0.129637041,-0.28857499,0.009299572,0.010805281,0,-0.096104053,-0.013524596,0.125018803,-0.269042586,-0.162467139,0.139020499,0.210044595,-0.137845832
RPS14,2.717329351,0.74768968,1.987077849,0.344880924,1.245837649,0.132100346,2.339707432,1.525743186,0.516824681,-0.485482054,0.10119115,-0.649688059,0.703991425,-0.348980533,1.304714392,-0.488624777,-0.692044392,-0.991978135,-0.92615699,-0.087321179,-0.273984367,-0.09320141,0.089879993,-1.148268312,-0.836404102
RPS23,-0.352013133,0.042387787,0.296447207,0.474711191,1.741011444,0.687190502,0.383254787,0.600424188,-0.419255969,0,0.379722412,-0.317062259,0.345320524,0.698968763,-1.174331917,0.289850665,-0.238673469,-0.781134277,0.045403558,-0.117318784,0.275807227,-0.011957602,-0.05565774,-0.736264482,0.0008723
RPS18,-0.581411656,-0.253593975,1.181240794,0.282522119,0.324606477,0.264282857,-0.377328468,0.266688595,0.431956817,0.299567845,0.856983197,0.558571647,0.577282243,0.270977263,-1.055382262,-0.049542179,-1.179447416,-0.448210897,0.146037426,-1.403548568,-0.28919436,-0.159915955,-0.155947405,0.02029274,0.000701327
RPS29,-0.754106168,-1.16633817,NA,0,-0.037061309,-0.252890293,0.207276308,-0.75378814,0.689899446,0.746743302,-0.298212441,-1.257372125,1.803778248,0.387778425,0.109027045,-0.597363472,0.24563522,-0.14282777,0.292745124,0.769382034,0.079203865,NA,-0.490075401,0.896085138,-0.278642914
RPS13,-0.271844534,0.080782598,0.527722411,0.464937372,0.114947196,0.148471851,0.004668719,0.71252268,0.618738545,0.758996952,0.736176502,-0.541438402,0.710196156,-0.25297887,-0.487098888,-0.356965387,-0.509060831,-0.370021312,0.10822409,0.061860287,0.103887079,-0.924592974,-0.378106986,-0.649586663,-0.113542659
RPS11,0.212341142,-0.469667311,-0.511114792,0.396309102,0.462929651,0.041165735,0.138981527,0.391949859,0.202183974,0.862472427,0.033834246,-0.954725618,0.676311852,0.105563599,0.045851206,0.301046086,0.059377404,0.412944093,-0.000912159,-1.133759879,-0.222609455,-0.664168216,-0.263510222,-0.62657244,-1.307913926
LSM3,-1.206314299,0.001782533,0.148930138,0.152756237,-0.046821851,-3.292978267,-0.119437612,0.317444966,0.474457535,-0.131905306,-0.447452249,0.191391378,0.124338724,0.141647741,-0.855392838,0.082400117,0.435818079,0.211197008,0.290644059,-0.013287605,0.276594539,-0.217173244,-0.765216027,-0.400146901,0.313729517
LSM6,-0.002444889,-0.168019779,-0.509538381,-0.752789148,-0.625371006,NA,-0.788117842,0.474019398,0.140454009,-0.849593377,-0.526384969,0.13958285,-0.564492228,-1.518750849,-0.434674152,-0.586090958,0.281159672,0.032322362,0.24114656,0.012709736,0.24472612,-0.484376416,0.013042721,0.442401065,-0.922726269
TMSB4X,-1.922506359,0.40523702,-1.307250885,-0.62238279,-0.573946162,NA,-0.465482077,0.039481436,-0.899101803,-0.322448195,-0.806328572,0.120912252,-0.755757737,-0.43607027,0.295595354,0.376524303,0.095035908,0.994326579,0.560610233,0.491192038,0.237880317,0.229756917,1.245253544,0.226756572,0.145158309
ARF6,-1.658682906,-0.170939159,0.867575177,0.14273451,0.687111309,0.893687294,-0.458592611,-0.254046839,-0.04233109,0.712775718,0.93467625,-0.040799499,0.297866102,-0.055156063,-0.335294722,-0.71951998,-0.373333538,0.293856462,0.170797893,-0.108911757,-1.008232457,0.071522939,0.389068388,-0.44849561,0.192850036
PSMC6,-0.66525675,0.110539907,-0.243584631,0.336960843,0.242075526,-0.489825221,-0.260802315,0.011947067,-0.157092454,-0.579603288,-0.092080226,-0.057261414,-0.157493258,-0.086356515,-0.064496198,-0.162445694,0.158293066,-0.086947758,-0.122425328,-0.15875063,-0.182438395,-0.355804851,-0.854215033,0.215656012,0.037790951
RPL7A,0.434177123,-0.035206312,-0.41021166,0.199230004,0.22492097,0.722824848,0.141260067,0.834883491,0.480024353,0.1391097,0.602155038,-0.278175385,0.570381996,-0.27356729,0.216455256,-0.777175256,-0.534495894,0.170392869,0.249343198,0.0817179,-0.137887509,-0.560900118,-0.283031233,-0.041948818,-0.865950788
ETF1,-0.425874292,-1.163548999,-0.079236193,-1.49842587,0.043203373,NA,1.254538665,0.434884587,0.117882025,-0.781967027,0.639124618,-0.89096791,0.175754558,-0.799349898,-1.163059768,0.151184828,-1.201027701,-1.089393384,0.470043425,0,-0.420754812,0.987060073,-0.766647662,0.293409108,-0.012376133
RPS4X,0.413662004,-0.493427505,0.040242711,0.452000994,0.59094355,0.690070717,-0.721307603,1.055169896,1.035821703,-0.19056522,0.56234878,-0.442977534,1.112207105,0.13786912,-0.483997426,-0.53118614,-0.359678177,0.19959588,-0.05650564,0.123884378,-0.602302072,-0.592204182,-0.077210665,-0.379918073,-1.003436971
RPL23A,0.652333307,-0.252229858,0.639043969,0.657618378,0.405806691,0.802468484,0.039543475,1.20477998,0.557596811,-0.514691268,0.401658458,0.228175112,0.612237531,0.149738222,-0.434187273,-0.15619323,-0.420201917,-0.472979687,-0.10750747,0.352582182,0.02073191,-0.507734628,-0.498126389,-0.283139696,-1.025021195
RPS6,0.631727743,0.495060679,0.161271759,0.007099317,0.555420185,1.134911031,-0.047036485,-0.200707099,-1.355424269,-0.59626483,-1.15816046,-0.594634355,0.350384561,-0.241804425,0.582978768,-2.202212525,0.079586574,0.602178287,-0.136488786,-0.48043184,-2.063241066,0.280952224,-0.521566973,-2.021307036,0.397267265
H4C1,-0.318310565,0.100260979,-0.508913629,0.498292441,2.055538197,-0.519584737,-0.056727064,3.129816542,-0.020342379,-0.40539985,0.943912207,1.620801718,2.692376442,-0.104429048,0.138106096,-0.646767193,-0.640820169,-0.47005682,-0.209053741,-0.491230307,-0.686555781,-0.340003414,0.256356362,-1.106074361,-0.552308054
RAB1A,0.227023486,-0.23474646,0.345822525,0.075362447,-0.099449479,0.127805407,0.078461114,-0.412473968,-0.117886469,-0.859576371,-0.685157058,-0.155864051,-0.121161024,-0.356872701,-0.371949598,0.173819704,0.004075205,-0.039857715,-0.099602261,-0.235741957,-0.295343241,0.046189551,0.264571053,0.221604014,-0.677764385
RAN,-0.589577068,0.124259923,-0.583817899,0.421555975,-0.022078288,-0.759449713,-0.431350439,0.332090762,0.241050577,-0.552501041,-0.305244399,0.349597103,-0.009255785,0.106816314,0.65170625,0.740019537,0.588812315,0.373183341,-0.065082117,-0.106976113,-0.025217414,0.692698838,-0.068300638,0.340633417,0.170102584
RPL23,NA,0.546108415,-2.154666045,0.352336838,1.185916544,1.378038416,0.442368354,0.687162355,-0.652817032,0.187013083,0.402445708,-0.537983428,0.631758467,0.027429724,-0.188467578,-0.266785061,0.207511572,-1.157857913,-0.479387656,0,0.31419042,-2.512458369,0.00072812,-0.115755442,0.850952621
RPS24,-0.037844743,-0.218814234,0.13364167,0.75002531,1.28982236,0.266753744,-0.149271196,0.526862045,-0.575609376,0.033234154,-0.167070425,-2.527416393,0.130592651,-0.777227242,0.008541752,-1.199218935,-0.060219157,-0.866709688,-0.465874027,-0.658634047,-0.125021372,-1.387879484,-0.21653644,0.683716359,0.22916663
RPS25,1.068609142,-0.194414989,0.082667627,0.725061013,0.039281888,0.078930654,-0.207001132,0.434722556,0.906790542,0.20018384,-0.822418169,-0.416722756,0.523582249,-0.03066524,-1.025363624,-0.728196149,-0.159800231,0.018424856,0.730695277,-0.508769982,-0.187908771,-0.622308712,-0.40457089,0.195568873,-0.671340104
RPS28,-0.876802929,0.008807502,0.489509274,0.875170348,0.284430933,-1.15101585,-0.509216393,-1.104238618,-0.583202343,-0.003372249,-0.529990871,-0.04719667,0.088750519,-0.030889587,-0.159246103,-0.264663708,0.383117956,0.312458898,0.652698263,-0.402989076,0.605032525,-0.612813406,0.517053315,0.092876098,0.372895432
FAU,NA,-0.431945841,-0.485400079,-1.133786551,0.588192611,0.004417394,0.152205144,0.543680381,0.32850901,0.029420644,0.651247866,0.147634633,1.249523873,0.446811647,0.138282124,-0.141228648,0.174305026,0.475493948,-0.378719967,0.486554347,-0.927756603,-0.129701149,-1.566971649,-1.862458557,-0.006499152
RPL30,NA,-1.062648845,0.364838791,0.561661958,1.112237842,0.840420114,-0.040894182,-0.52327489,-0.309774998,-0.924632191,0.509135991,-0.580221197,0.286839885,-0.125822619,-0.956774805,-1.124969706,-1.001822337,-1.55353532,-0.095718161,-0.646036315,-0.548736464,-0.270701719,-0.238336972,-0.718316778,-2.340463624
RPL31,NA,-0.900737049,1.007082806,0.693809959,-0.305588324,-0.510008947,-0.884566988,1.032351586,0.602197195,-1.106838602,0.782571271,0.321747966,1.785639306,-0.462123526,-0.4382271,-0.285442461,NA,-0.842646411,0.238713057,0.131611709,1.572487714,0.483538361,-0.473321637,-1.576427613,-1.548392759
RPL10A,0.258665365,0.45322893,1.010284025,0.383183195,0.99309249,-0.8233074,0.364225779,0.241416823,-0.356764004,-0.089294429,-0.086656658,-0.838467719,0.717284237,-0.767764708,0.130856335,-0.951785989,-0.215857515,-0.351887715,-0.367843227,-0.113153384,-1.504847542,-0.227372548,-0.177135609,0.1751642,-1.148314308
RPL11,0.086984632,-0.416312891,0.29334672,0.043428706,-0.094615828,0.696419838,0.230736517,0.49922215,0.071154115,-0.170639402,0.81586996,0.231578431,0.765124277,0.011020976,0,-0.614526648,-0.658195739,0.375355033,-0.081315996,0.295160549,-0.534459806,-0.400222058,0.117694072,-1.168074957,-0.230632872
RPL8,0.264134481,-0.706504231,0.078568975,0.50020913,-0.055984144,0.741692649,0.464703978,1.172476482,0.739994503,0.320150188,0.428408706,-0.154612239,1.003972317,0,-0.887540357,-1.013172253,-0.417534019,-0.533629798,0.44162912,-0.574065824,-0.424771385,-0.100849996,0.01804224,-0.497034221,-0.67201724
PPIA,0.316979102,0.067673186,0,-0.135752516,0.301665799,-4.35640982,-0.293443713,-0.369552998,-0.081745357,-0.454133945,-0.538341192,0.167401587,0.208604519,-0.312773592,0.070815187,0.215490215,0.221287066,-0.074398657,0.183241179,0.012499344,-0.372441694,0.106505523,0.141172757,0.742350183,-0.266361899
FKBP1A,0.659847495,0.187471713,-0.605063429,0.238917365,-0.089745462,-5.171840289,-0.926509372,-0.111250969,0.823175549,-0.883523748,-0.933855368,0.255620022,-0.773073843,-0.224624755,0.380761187,1.075625555,0.857352398,-0.919754295,-0.421282925,-0.342540938,0.171569277,0.288140566,0.232477339,0.405851672,0.841879655
RAC1,0.24925056,-0.423667639,0.872507788,-0.196451789,-0.593458697,-2.351258686,-0.271103396,-0.451524113,0.483668893,-0.438013828,0.089068011,1.045975523,-0.294918864,0.281589386,0.249261612,0.328760937,0.052797914,0.274558967,-0.19228584,-0.312406427,-0.062757721,0.238240083,0,0.456290749,-0.010438689
AP2B1,NA,-0.098403904,-0.106564687,0.021466113,-0.136057157,NA,0.141136548,-0.047829001,-1.043534561,0.490182326,NA,0.311389542,-0.865486161,-0.06637637,-0.170185406,0.61465601,-0.429048277,0.143411145,0.177417608,0.656681613,0.46013705,0.167588005,0.467792615,NA,-0.587173987
GNAS,-0.633918669,NA,NA,-0.351917,-0.424644678,0.35581635,-0.315403251,-0.126340098,0.802136557,-0.602507635,1.1334072,-0.307980866,0.186572129,0.73914767,NA,-0.611139574,1.149140114,-0.701265974,0.608596352,1.093569887,0.177909989,0.801512908,-0.793978703,-0.270432821,1.157379653
YWHAZ,-0.340136746,-0.048489505,0.226819526,0.016612098,-0.110086714,-2.444606499,-0.212316807,0.207390397,0.152008063,-0.100223798,0.24116327,0.187794052,-0.129866342,0.022047869,-0.194382397,0.042525354,0.026326674,-0.034158124,0.117206848,0.392405972,0.064158868,0.012993319,0.115822471,0.323832611,-0.135878228
DYNLL1,-0.760151895,-0.198729071,-0.143186252,-0.073748133,0.449186525,-1.437212342,-0.522988145,-0.362340351,0.034825955,-0.005196935,0.24676431,0.17844267,0.411337792,0,-0.32982068,-0.30395884,0.806887984,-0.10269789,0.338004711,-0.232482218,0.400344428,-0.454516138,-0.637533737,0.758479931,0.158176734
DYNLT1,-2.072607993,0.085885793,0.135400095,-0.043721328,0.173570209,-0.679197367,0.567466025,0.152447844,-0.127000174,-0.4788014,0.388553764,0.802166103,0.112254676,-0.317804019,0.020821322,0.555061453,1.07877602,0.002387975,0.800987188,0.165321386,0.07338162,0.103973008,0.800555419,0.762127538,0.62782275
SKP1,0.758697301,0.287492643,0.393242044,-0.332717298,-0.321492132,-1.210729471,-0.175350078,0.439045741,0.192860046,0.350979745,0.144940082,-0.323514716,0.372855368,0.057920316,0.185567249,0.37122723,0.159806044,-0.213286573,0.232837733,-0.739836979,-0.068702275,-0.530030479,-0.081053859,0.515297089,-0.380184514
EIF5A,-2.339262868,-0.656764915,-0.357498529,-0.406444681,-0.184651851,-1.287854892,0.494319029,0.455222998,0.474647667,-0.091333811,0.615960156,0.178879859,0.628159044,0.02521573,0.166262769,-0.368019969,0.106432619,-0.040892356,0.383847389,0.240702822,0.593016853,0.054137853,0.832772545,0.37907694,-0.174272702
RACK1,0.641172621,0.424739469,0.440035693,-0.005208607,0.811750623,0.611335865,0.181866103,0.168979744,0.536974794,-0.055931225,0.439044879,-0.276325562,-0.24414516,-0.0518526,0.254751693,-0.496561295,-0.214763223,-0.200944406,0.325770602,-0.597545912,-0.8031651,-0.018171393,0.00518987,-0.765240568,-0.852529543
TPM4,-0.234114384,0.338036762,1.078590574,-0.272433779,1.762621649,0.737746688,0.589018718,1.696688069,0.650286706,-0.066226284,1.46412863,1.25023854,1.016374315,-0.836182119,-1.0031187,0.836487232,0.549671125,-1.236621699,0.063319158,-0.988682003,1.208715147,0.317089396,0.239013246,0.549101939,0.151872257
UBE2L3,-1.299769298,1.207473673,NA,0.00663662,-0.257968748,NA,-0.104876608,0.447893091,-1.128294034,NA,-1.841731337,-0.532180256,0.000307276,-0.188667783,0.367694071,1.016246289,0.511799215,0.782672193,0.733742958,-0.398517774,1.090242153,0.537105842,0,0.471762428,0.651038158
TUBA4A,-0.202983447,-0.188399595,0.084679486,0.251470989,-0.395893997,-1.160873571,-0.318095058,-0.087442644,0.4389502,0.278520107,0.380416716,0.149519561,0.160992998,0.060300024,-0.00201126,0.219732329,0.345617976,-0.004225798,0.507340744,-0.208713258,0.443628326,-0.496125829,-0.460696441,-0.18971952,-0.060050723
PAFAH1B2,1.046524062,0.074350535,NA,-1.256686682,-0.842605608,NA,-0.756030048,1.196298455,0.600305154,-1.031329479,0.475822727,0.38453621,0.505456962,-0.61661981,-0.44564199,0.28336924,-2.516260744,-0.278432367,-1.221045756,0.001546897,-0.146027163,-0.215504311,-0.474135769,-0.729624338,0.452472753
EIF4G2,0.653052534,0.472082389,2.267233989,0.519068843,-0.80372977,1.450260131,0.012235192,-0.188408596,0.734899133,-0.232728963,0.178518557,-0.892319596,0.176845955,-0.09638788,0.796931085,-0.630242277,0.45555961,0.662429308,-0.122363388,-0.487188851,-1.798271123,-0.067615865,0.153610135,1.561414758,-0.123276145
CCT2,-0.075269867,0.255542164,0.647893408,-0.022277162,0.279175752,-3.267847644,-0.161109598,-0.071599994,-0.126778816,0.198228543,-0.083862716,-0.07919881,-0.116227275,0.071716567,0.086624921,-0.022339058,0.168770684,-0.057800078,-0.182982907,-0.409799717,-0.259834537,0.098184427,0.177951558,-0.119141415,-0.225174775
RAE1,-1.195493544,0.589632478,-0.554620537,0.200951493,0.482923571,-1.628464923,-0.606758187,-0.540177722,-0.801386274,0.145112874,0,0.461942344,-0.435447811,0.474822675,-0.0446777,0.137720283,0.327310333,-0.889637886,0.666207172,-0.106778532,0.197334612,0.126513236,-0.556046539,0.304175362,-0.669911994
ARG2,0.096091225,-0.08269055,-0.102416516,0.011981929,-0.045957382,-0.185699531,0.066986851,-0.058275683,0.086221771,0.567458908,-0.239438794,-0.084554404,-0.143705969,0.430292391,0.268927163,0.003623194,-0.185701865,0.299133765,-0.175043396,0.219257044,-0.03157165,0.231407357,0.190458013,0.544873383,0.226769507
PHEX,-4.226253184,-0.836359229,0.52467995,-0.561532547,0.559953436,0.272140703,0.248778474,-0.089217885,0.166898301,0.493995355,-0.779458707,1.095978364,-0.569414227,-0.282729942,0.298908223,0.549511638,0.380282899,-0.003699183,0.90686205,0.137678353,1.050317501,-0.196998402,0.600085257,-0.238148983,1.723388745
MAP3K9,NA,-0.614778041,0.613646736,NA,0.102416613,-2.365580306,-0.521064628,-0.179076426,-0.44546309,-0.424601499,NA,0.042116466,-0.335069636,-0.114866082,-0.443375396,0.191039653,-0.286774519,0.206175809,0.034873526,0.235405045,0.178584864,0.174699749,1.096786353,0.063864874,-0.392630012
NUCB2,-0.839736291,-0.69514987,-0.539902333,0.305337623,-0.12280401,0.771365701,-0.290085991,0.033712214,0.761602089,1.101248447,0.340254185,0.537125459,-0.173010276,-0.717590134,-0.746902381,0.745452795,-1.196134185,-0.396233756,0.133691425,0.00293621,0.242708244,-0.17848556,-1.469581444,-0.102487577,-0.943798891
BASP1,0.195674092,-1.907572219,-0.996327325,0.313464384,-0.681240741,-2.18281515,-1.102455656,-1.374255135,-1.442932038,-0.196520849,-0.795353513,0.292269635,-0.262935897,-1.065217739,1.183413655,0.787748614,1.093170686,0.448555603,0.615535137,0.379865548,1.6026888,0.315945813,0.423447954,1.392966252,1.039186157
MRPS36,0.102620315,0.192307673,0.002646484,-0.081611243,0.068455529,-0.160775614,0.232199916,0.119597787,-0.342963291,-0.436790478,-1.041926497,0.169507978,-0.005049703,0.181956476,0.281663712,0.255331518,0.616710932,0.517460954,0.566585127,0.268292147,-0.218162752,-0.084672155,-0.62914931,0.202091011,0.288508024
RPL24,0.320091182,0.670777606,0.42847084,0.53775227,0.791924517,0.740101816,0.455546742,0.341725431,-0.098579202,0.357871489,0.240810383,0.310705746,-0.142733162,0.479501841,-0.078277764,0.477871939,-0.887091481,-4.232034184,-0.821729126,NA,-1.022810389,0.223565484,-0.514794212,-0.012889307,-0.071765612
ARF5,0.929864266,0.77653444,0.182591867,0.439403008,-0.365852108,NA,-0.690140066,-0.537676645,-0.116748112,-1.268481912,-0.331182777,0.2305095,0.350482261,0.235596776,0.880702739,0.073635396,-0.519434743,0.453486898,-0.495563896,-1.287694839,0.593629814,-0.631511211,1.016067318,-0.031584117,-1.609263715
RHOG,-0.088336046,-0.155027483,0.067959119,NA,1.109993808,-0.577694097,-0.883428859,0.208400882,-0.559619105,0.592208841,0.660017823,0,-0.143674256,NA,-0.395655416,-1.005315438,0.086657694,-0.964915996,-0.291447447,NA,0.568215699,NA,-0.15443684,0.731321944,0.200711458
RPL19,0.247165571,-1.015139472,-0.22827283,0.320928615,0.433412791,-0.530523418,0.547861626,1.199689569,0.316558003,0.427720999,0.160857155,-0.85940117,1.356476838,0.108484574,-1.618523132,-0.783403671,-0.183560743,-0.138660706,0.345707765,0.06193733,-0.14752792,0.104832943,-1.635820311,-1.003910421,0.126145546
SKOR1,-0.976621276,-0.548656827,1.591721547,0.13259123,-0.305156563,-1.06022263,-0.547435432,0.175473779,-0.459930461,NA,-0.311919207,0.080527019,-1.291195636,-0.461532263,0.320114188,-0.321345812,-1.299786967,-0.61142377,-0.694597766,-0.189807107,-1.270947103,0.051825194,0.686438793,1.190046059,-0.047299572
